sra_experiment_id	sra_run_id	sra_project_id	sra_biosample_id	num_of_bases	file_size	published	source	strategy	layout	library_name	selection	instrument	file_type	reads_unaligned	identified_reads	taxonomy_id	lineage	percent_identified	gc_content
SRX9620303	SRR13182422	PRJNA231221	SAMN16357376	950363376	240352462	12/2/20 11:37	GENOMIC	WGS	SINGLE	PL100135789-1	RANDOM	Sequel	bam	15579	144836	823	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides distasonis	0.902883147	0.450162544
SRX4996081	SRR8175748	PRJNA231221	SAMN10163167	6070328350	2704884557	11/8/18 12:47	GENOMIC	WGS	PAIRED	IL100071119	RANDOM	Illumina HiSeq 4000	fastq	375140	19725285	511	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Alcaligenes|Alcaligenes faecalis	0.981336713	0.566749592
SRX9401568	SRR12937902	PRJNA231221	SAMN16357298	804018580	2865789748	10/30/20 0:08	GENOMIC	WGS	SINGLE	PL100132621-1	RANDOM	PacBio RS	pacbio_native	131844	31638	34062	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Moraxella|Moraxella osloensis	0.193525893	0.425478808
SRX729662	SRR1608971	PRJNA231221	SAMN02934520	1101626848	3836372714	10/9/14 21:43	GENOMIC	WGS	SINGLE	PL100041271A-1	RANDOM	PacBio RS	pacbio_native	100662	62820	158836	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex|Enterobacter hormaechei	0.384262488	0.519242253
SRX1384753	SRR2820144	PRJNA231221	SAMN03996281	720813896	2838947224	10/26/15 21:51	GENOMIC	WGS	SINGLE	PL100045867A-1	RANDOM	PacBio RS	pacbio_native	118811	44671	1290	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus hominis	0.273247208	0.42110175
SRX981454	SRR1955921	PRJNA231221	SAMN03255485	1358957626	947833649	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100040312	RANDOM	Illumina HiSeq 2000	fastq	351983	6375530	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.947680071	0.323570668
SRX8575909	SRR12047325	PRJNA231221	SAMN13450406	821670549	2932096170	6/18/20 19:22	GENOMIC	WGS	SINGLE	PL100106897-1	RANDOM	PacBio RS	pacbio_native	131043	32439	316	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri	0.198425515	0.593504862
SRX5764127	SRR8984865	PRJNA231221	SAMN11056373	547552274	222009091	4/29/19 13:22	GENOMIC	WGS	PAIRED	IL100084856	RANDOM	Illumina HiSeq 4000	fastq	78529	1734558	257708	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Roseomonas|Roseomonas gilardii	0.956687682	0.653085329
SRX5764132	SRR8984871	PRJNA231221	SAMN11056381	1563769590	663280323	4/29/19 13:25	GENOMIC	WGS	PAIRED	IL100084860	RANDOM	Illumina HiSeq 4000	fastq	82118	5095927	1335	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus	0.984141119	0.3727938
SRX8575915	SRR12047331	PRJNA231221	SAMN13450409	2507612961	8644944745	6/18/20 20:39	GENOMIC	WGS	SINGLE	PL100106900-1	RANDOM	PacBio RS	pacbio_native	79760	83722	28901	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	0.512117542	0.50277254
SRX9620231	SRR13182350	PRJNA231221	SAMN16357369	1039638797	262692176	12/2/20 11:37	GENOMIC	WGS	SINGLE	PL100135783-1	RANDOM	Sequel	bam	21700	117693	29347	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|[Clostridium] scindens	0.844325038	0.459778916
SRX729657	SRR1608965	PRJNA231221	SAMN02934516	540274428	2068270940	10/9/14 21:41	GENOMIC	WGS	SINGLE	PL100041262B-1	RANDOM	PacBio RS	pacbio_native	127285	36197	584	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Proteus|Proteus mirabilis	0.221412755	0.442364672
SRX10063120	SRR13673680	PRJNA231221	SAMN16357431	2339408572	998137480	2/9/21 19:11	GENOMIC	WGS	PAIRED	IL100148254	RANDOM	Illumina HiSeq 4000	fastq	12797	7733589	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.998348004	0.500540896
SRX10063902	SRR13674460	PRJNA231221	SAMN16357509	3399101765	860665455	2/10/21 0:31	GENOMIC	WGS	SINGLE	PL100146132-1	RANDOM	Sequel	bam	142860	669931	520	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis	0.824235259	0.654721111
SRX6755155	SRR10017196	PRJNA231221	SAMN11077973	508264386	254710373	8/26/19 14:28	VIRAL RNA	WGS	PAIRED	IL100092364	cDNA	Illumina MiSeq	fastq	469510	374783	11082	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|West Nile virus	0.443901584	0.467048327
SRX9293528	SRR12825889	PRJNA231221	SAMN16357180	2234529106	1293716939	10/18/20 9:47	GENOMIC	WGS	PAIRED	IL100116842	RANDOM	Illumina HiSeq 4000	fastq	320672	7078431	1255	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus pentosaceus	0.956660693	0.393858789
SRX9402275	SRR12938614	PRJNA231221	SAMN16357315	3028992208	765110588	10/30/20 0:08	GENOMIC	WGS	SINGLE	PL100132641-1	RANDOM	Sequel	bam	62371	323273	258	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium spiritivorum	0.838267936	0.404671433
SRX2742168	SRR5454002	PRJNA231221	SAMN06173312	290928278	188972215	4/18/17 12:26	GENOMIC	WGS	PAIRED	IL100056690	RANDOM	Illumina HiSeq 2500	fastq	8237	1432002	210	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori	0.99428081	0.387507071
SRX4998185	SRR8178085	PRJNA231221	SAMN10163177	1321859054	4523988268	11/9/18 10:36	GENOMIC	WGS	SINGLE	PL100070636-1	RANDOM	PacBio RS	pacbio_native	100696	62786	287	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa	0.384054514	0.627027505
SRX9402267	SRR12938600	PRJNA231221	SAMN16357312	1694781841	428078905	10/30/20 0:08	GENOMIC	WGS	SINGLE	PL100132638-1	RANDOM	Sequel	bam	41104	167226	28454	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium multivorum	0.802697643	0.407869747
SRX2717970	SRR5427946	PRJNA231221	SAMN06173363	2106275746	953122364	4/6/17 16:59	GENOMIC	WGS	PAIRED	IL100062272	RANDOM	Illumina HiSeq 4000	fastq	848228	6126195	569	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia alvei	0.87838019	0.478881061
SRX729789	SRR1609110	PRJNA231221	SAMN02934539	1575190010	5641608184	10/9/14 21:53	GENOMIC	WGS	SINGLE	PL100041299B-1	RANDOM	PacBio RS	pacbio_native	97046	66436	584	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Proteus|Proteus mirabilis	0.406381131	0.397814866
SRX1384500	SRR2819262	PRJNA231221	SAMN03996272	1537189498	981603190	10/26/15 19:41	GENOMIC	WGS	PAIRED	IL100047541	RANDOM	Illumina HiSeq 2500	fastq	319848	7290001	82633	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus pauculus	0.957969205	0.62402904
SRX13301675	SRR17117119	PRJNA231221	SAMN22091645	4839099114	1579535749	12/3/21 12:43	GENOMIC	WGS	PAIRED	IL100188192	RANDOM	Illumina NovaSeq 6000	fastq	80010	15943497	824	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter gracilis	0.995006711	0.467191199
SRX976598	SRR1950326	PRJNA231221	SAMN03255438	1124474705	4098778351	5/12/15 13:12	GENOMIC	WGS	SINGLE	PL100041759-1	RANDOM	PacBio RS	pacbio_native	104716	58766	1639	Bacteria|Firmicutes|Bacilli|Bacillales|Listeriaceae|Listeria|Listeria monocytogenes	0.359464651	0.424432269
SRX13440140	SRR17261989	PRJNA231221	SAMN24061104	653268728	300160275	12/17/21 18:17	VIRAL RNA	WGS	PAIRED	IL100120955	cDNA	Illumina MiSeq	fastq	670985	414179	12637	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Dengue virus	0.381674106	0.456569103
SRX5763730	SRR8984468	PRJNA231221	SAMN11056361	1864273337	6341889071	4/29/19 11:43	GENOMIC	WGS	SINGLE	PL100073758-1	RANDOM	PacBio RS	pacbio_native	90546	72936	545	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter koseri	0.44614086	0.520115672
SRX10063889	SRR13674448	PRJNA231221	SAMN16357503	2376954118	782524944	2/10/21 0:28	GENOMIC	WGS	PAIRED	IL100148169	RANDOM	Illumina NovaSeq 6000	fastq	149802	7720907	1282	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis	0.980967153	0.313743812
SRX2730645	SRR5440739	PRJNA231221	SAMN06173370	1621416860	725155769	4/13/17 14:47	GENOMIC	WGS	PAIRED	IL100062274	RANDOM	Illumina HiSeq 4000	fastq	42609	5326321	630	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia enterocolitica	0.992063782	0.465774796
SRX729784	SRR1609104	PRJNA231221	SAMN02934537	909027745	3512273058	10/9/14 21:48	GENOMIC	WGS	SINGLE	PL100041296B-1	RANDOM	PacBio RS	pacbio_native	123896	39586	1282	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis	0.242142866	0.441677199
SRX8574828	SRR12046205	PRJNA231221	SAMN13450420	2629196597	8971670531	6/18/20 15:36	GENOMIC	WGS	SINGLE	PL100106717-1	RANDOM	PacBio RS	pacbio_native	89931	73551	558537	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|Delftia lacustris	0.449902742	0.622359946
SRX5944787	SRR9172124	PRJNA231221	SAMN11056428	841012620	426105833	5/31/19 22:56	GENOMIC	WGS	PAIRED	IL100090613	RANDOM	Illumina HiSeq 4000	fastq	198539	2586271	623	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Shigella|Shigella flexneri	0.928706447	0.495646415
SRX11386437	SRR15076413	PRJNA231221	SAMN16357592	5407203913	1364466108	7/8/21 19:19	GENOMIC	WGS	SINGLE	PL100159598-1	RANDOM	Sequel II	bam	35636	450039	587	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia rettgeri	0.92662583	0.404780912
SRX2737876	SRR5449084	PRJNA231221	SAMN06173324	2676068337	9218341683	4/16/17 11:49	GENOMIC	WGS	SINGLE	PL100054228-1	RANDOM	PacBio RS	pacbio_native	97074	66408	5061	Eukaryota|Fungi|Dikarya|Ascomycota|Pezizomycotina|Eurotiomycetes|Eurotiomycetidae|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus subgen. Circumdati|Aspergillus niger	0.406209858	0.479820693
SRX9293515	SRR12825876	PRJNA231221	SAMN16357200	2157023524	1077588903	10/18/20 9:42	GENOMIC	WGS	PAIRED	IL100130879	RANDOM	Illumina HiSeq 4000	fastq	40385	7102077	172045	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia|Elizabethkingia miricola	0.994345787	0.359061109
SRX3046064	SRR5878834	PRJNA231221	SAMN07312443	3550722368	12167223967	7/28/17 17:02	GENOMIC	WGS	SINGLE	PL100065510-1	RANDOM	PacBio RS	pacbio_native	66625	96857	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.592462779	0.500516734
SRX10062392	SRR13672950	PRJNA231221	SAMN16357429	4121103385	1040452465	2/9/21 18:32	GENOMIC	WGS	SINGLE	PL100141788-1	RANDOM	Sequel	bam	23650	414459	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.946018	0.50374587
SRX13310789	SRR17126307	PRJNA231221	SAMN23242892	20461837980	5161934199	12/3/21 23:23	GENOMIC	WGS	SINGLE	PL100198822-1	RANDOM	Sequel II	bam	218220	1344137	209247	Bacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia yamanashiensis	0.860326417	0.651787357
SRX9293500	SRR12825862	PRJNA231221	SAMN16357196	4514412270	2348637037	10/18/20 9:47	GENOMIC	WGS	PAIRED	IL100130842	RANDOM	Illumina HiSeq 4000	fastq	88627	14859758	152480	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia complex|Burkholderia ambifaria	0.994071132	0.647011987
SRX8575715	SRR12047133	PRJNA231221	SAMN13450469	2074716142	917971272	6/18/20 17:07	GENOMIC	WGS	PAIRED	IL100108200	RANDOM	Illumina HiSeq 4000	fastq	170052	6699869	80866	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|Delftia acidovorans	0.975246877	0.654773809
SRX5949253	SRR9176587	PRJNA231221	SAMN11056454	720252259	2575997844	6/1/19 2:03	GENOMIC	WGS	SINGLE	PL100090551-1	RANDOM	PacBio RS	pacbio_native	125526	37956	1531	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster|Enterocloster clostridioformis	0.232172349	0.478934138
SRX12543034	SRR16263441	PRJNA231221	SAMN20888895	5505813944	1753672085	10/9/21 3:39	GENOMIC	WGS	PAIRED	IL100186133	RANDOM	Illumina NovaSeq 6000	fastq	20371	18210801	197575	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus aegyptius	0.998882628	0.382164715
SRX6403445	SRR9641602	PRJNA231221	SAMN11056484	1311465804	580586892	7/3/19 14:14	GENOMIC	WGS	PAIRED	IL100092797	RANDOM	Illumina HiSeq 4000	fastq	17884	4324718	1338	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus group|Streptococcus intermedius	0.995881732	0.376450925
SRX4085611	SRR7167640	PRJNA231221	SAMN07796338	722490304	327458070	10/31/19 0:29	VIRAL RNA	WGS	PAIRED	IL100063633	cDNA	Illumina HiSeq 4000	fastq	918502	1473850	11036	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Alsuviricetes|Martellivirales|Togaviridae|Alphavirus|Venezuelan equine encephalitis virus	0.616067368	0.458749478
SRX1384175	SRR2818034	PRJNA231221	SAMN03996328	937573625	3479280247	10/26/15 17:46	GENOMIC	WGS	SINGLE	PL100045836-1	RANDOM	PacBio RS	pacbio_native	104765	58717	674	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio mimicus	0.359164923	0.473165996
SRX11389721	SRR15079697	PRJNA231221	SAMN16357551	1075105260	272184597	7/8/21 22:05	GENOMIC	WGS	SINGLE	PL100156878-1	RANDOM	Sequel II	bam	69411	174012	2778058	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. FDAARGOS 1409	0.714854389	0.612585263
SRX10060724	SRR13670000	PRJNA231221	SAMN16357418	2903249173	733162421	2/9/21 17:25	GENOMIC	WGS	SINGLE	PL100141771-1	RANDOM	Sequel	bam	21483	317996	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.936717735	0.501662711
SRX5949256	SRR9176593	PRJNA231221	SAMN11056456	929485326	3276217879	6/1/19 2:03	GENOMIC	WGS	SINGLE	PL100090558-1	RANDOM	PacBio RS	pacbio_native	119579	43903	29391	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillales Family XI. Incertae Sedis|Gemella|Gemella morbillorum	0.268549443	0.319103984
SRX6403459	SRR9641616	PRJNA231221	SAMN11056497	4176915794	1739565575	7/3/19 14:22	GENOMIC	WGS	PAIRED	IL100099135	RANDOM	Illumina HiSeq 4000	fastq	66306	13764541	2026188	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group|Bacillus tropicus	0.995205934	0.356185213
SRX8574367	SRR12045687	PRJNA231221	SAMN13450417	2420516712	1062864991	6/18/20 14:06	GENOMIC	WGS	PAIRED	IL100107156	RANDOM	Illumina HiSeq 4000	fastq	58612	7956344	1358	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis	0.992687171	0.346906265
SRX9293848	SRR12826210	PRJNA231221	SAMN16357242	2042886495	516018442	10/18/20 9:47	GENOMIC	WGS	SINGLE	PL100129094-2	RANDOM	Sequel	bam	25750	230428	283734	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus intermedius group|Staphylococcus pseudintermedius	0.899483953	0.383246779
SRX9398996	SRR12935278	PRJNA231221	SAMN16357271	485044937	1801159104	10/29/20 16:26	GENOMIC	WGS	SINGLE	PL100132580-1	RANDOM	PacBio RS	pacbio_native	142979	20503	827	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter ureolyticus	0.125414419	0.324584322
SRX1385215	SRR2821689	PRJNA231221	SAMN03996297	1160102004	4214154548	10/26/15 23:40	GENOMIC	WGS	SINGLE	PL100045887-1	RANDOM	PacBio RS	pacbio_native	92056	71426	287	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa	0.436904369	0.615446056
SRX3046597	SRR5879445	PRJNA231221	SAMN07312471	2761431224	1047069617	7/28/17 18:18	GENOMIC	WGS	PAIRED	IL100069071	RANDOM	Illumina HiSeq 4000	fastq	102744	9041068	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.988763549	0.503691146
SRX976563	SRR1950252	PRJNA231221	SAMN03255435	1547187842	5483506565	5/12/15 13:12	GENOMIC	WGS	SINGLE	PL100041755-1	RANDOM	PacBio RS	pacbio_native	101790	61692	59205	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica subsp. houtenae	0.377362645	0.523071326
SRX11386622	SRR15076598	PRJNA231221	SAMN16357557	3438231646	1098651151	7/8/21 20:53	GENOMIC	WGS	PAIRED	IL100157001	RANDOM	Illumina NovaSeq 6000	fastq	11822053	10947693	2778064	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. FDAARGOS 1415	0.480799961	0.625130464
SRX976562	SRR1950246	PRJNA231221	SAMN03255434	982861300	728917667	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100042689	RANDOM	Illumina HiSeq 2000	fastq	102826	4762824	611	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica subsp. enterica serovar Heidelberg	0.978866955	0.509164981
SRX9293842	SRR12826204	PRJNA231221	SAMN16357239	1919819738	771083229	10/18/20 9:47	GENOMIC	WGS	PAIRED	IL100133860	RANDOM	Illumina HiSeq 4000	fastq	109137	6247882	45972	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pasteuri	0.982832048	0.308800319
SRX1384009	SRR2817449	PRJNA231221	SAMN03996324	1167253436	4253816158	10/26/15 17:06	GENOMIC	WGS	SINGLE	PL100045832-1	RANDOM	PacBio RS	pacbio_native	91773	71709	663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.438635446	0.453120776
SRX13318327	SRR17133871	PRJNA231221	SAMN22091675	7797540038	2505432471	12/5/21 4:15	GENOMIC	WGS	PAIRED	IL100190034	RANDOM	Illumina NovaSeq 6000	fastq	80972	25738697	1288121	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes senegalensis	0.996863941	0.578453641
SRX2179102	SRR4271509	PRJNA231221	SAMN04875532	1268504215	4670164892	9/20/16 10:33	GENOMIC	WGS	SINGLE	PL100048433-1	RANDOM	PacBio RS	pacbio_native	97396	66086	520	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis	0.404240222	0.639267327
SRX3039306	SRR5871780	PRJNA231221	SAMN07312423	2591034821	8666159263	7/26/17 17:07	GENOMIC	WGS	SINGLE	PL100062013-1	RANDOM	PacBio RS	pacbio_native	84755	78727	253	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium group|Chryseobacterium|Chryseobacterium indologenes	0.48156372	0.385853696
SRX1385802	SRR2823707	PRJNA231221	SAMN03996253	1440478160	1055738477	10/27/15 2:52	GENOMIC	WGS	PAIRED	IL100049945	RANDOM	Illumina HiSeq 2000	fastq	50183	7080897	774	Bacteria|Proteobacteria|Alphaproteobacteria|Hyphomicrobiales|Bartonellaceae|Bartonella|Bartonella bacilliformis	0.992962777	0.379972856
SRX11386598	SRR15076573	PRJNA231221	SAMN16357521	2238150364	565632758	7/8/21 20:33	GENOMIC	WGS	SINGLE	PL100146143-1	RANDOM	Sequel	bam	20228	306660	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.938119478	0.501568526
SRX13310229	SRR17125746	PRJNA231221	SAMN23242888	6068339076	2006766272	12/3/21 21:03	GENOMIC	WGS	PAIRED	IL100206132	RANDOM	Illumina NovaSeq 6000	fastq	6180261	13913577	2749991	Bacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia gipuzkoensis	0.692430038	0.670248352
SRX12531052	SRR16251430	PRJNA231221	SAMN21218863	4833619022	1637659386	10/8/21 23:50	GENOMIC	WGS	PAIRED	IL100165812	RANDOM	Illumina NovaSeq 6000	fastq	64194	15941167	585	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Proteus|Proteus vulgaris	0.995989219	0.379309965
SRX11386591	SRR15076567	PRJNA231221	SAMN16357518	3322019630	1084567762	7/8/21 20:35	GENOMIC	WGS	PAIRED	IL100148483	RANDOM	Illumina NovaSeq 6000	fastq	11025377	10974753	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.498849461	0.50599118
SRX12531045	SRR16251424	PRJNA231221	SAMN21218861	5413707870	1762738733	10/8/21 23:53	GENOMIC	WGS	PAIRED	IL100165811	RANDOM	Illumina NovaSeq 6000	fastq	49174	17877011	83655	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Leclercia|Leclercia adecarboxylata	0.997256862	0.555010122
SRX3039315	SRR5871794	PRJNA231221	SAMN04327393	3508687077	11877497436	7/26/17 17:32	GENOMIC	WGS	SINGLE	PL100062016-2	RANDOM	PacBio RS	pacbio_native	78985	84497	33945	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus avium	0.516858125	0.402732526
SRX1385805	SRR2823713	PRJNA231221	SAMN03996256	511808615	2065776492	10/27/15 2:52	GENOMIC	WGS	SINGLE	PL100048428-1	RANDOM	PacBio RS	pacbio_native	134208	29274	283166	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bartonellaceae|Bartonella|Bartonella henselae str. Houston-1	0.179065585	0.433092895
SRX2711466	SRR5419937	PRJNA231221	SAMN06173345	1190923118	763693784	4/5/17 17:01	GENOMIC	WGS	PAIRED	IL100061039	RANDOM	Illumina HiSeq 2500	fastq	23698	5871961	1352	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecium	0.995980432	0.370484536
SRX5949243	SRR9176578	PRJNA231221	SAMN11056451	630858607	2291196430	6/1/19 2:03	GENOMIC	WGS	SINGLE	PL100090548-1	RANDOM	PacBio RS	pacbio_native	134583	28899	28080	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter upsaliensis	0.176771755	0.362069697
SRX12539358	SRR16259736	PRJNA231221	SAMN20888887	803555303	203008507	10/9/21 3:37	GENOMIC	WGS	SINGLE	PL100169588-1	RANDOM	Sequel	bam	10609	88800	1509	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium sporogenes	0.893279281	0.295195261
SRX9293541	SRR12825902	PRJNA231221	SAMN16357185	2052734122	7031530855	10/18/20 9:50	GENOMIC	WGS	SINGLE	PL100108190-1	RANDOM	PacBio RS	pacbio_native	101343	62139	1334	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae	0.380096891	0.384865873
SRX1382511	SRR2814829	PRJNA231221	SAMN03996254	570419699	2253078467	10/26/15 15:42	GENOMIC	WGS	SINGLE	PL100045823-1	RANDOM	PacBio RS	pacbio_native	126965	36517	663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.223370157	0.464808816
SRX4999285	SRR8179210	PRJNA231221	SAMN10163196	198432585	859094997	11/9/18 12:09	GENOMIC	WGS	SINGLE	PL100073047-1	RANDOM	PacBio RS	pacbio_native	147883	15599	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.095417232	0.365451522
SRX12531040	SRR16251418	PRJNA231221	SAMN21218858	5560942534	1900423426	10/8/21 23:50	GENOMIC	WGS	PAIRED	IL100165799	RANDOM	Illumina NovaSeq 6000	fastq	264686	18149031	546367	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia paralvei	0.985625607	0.481337394
SRX1382065	SRR2814183	PRJNA231221	SAMN03996266	216914670	148890296	10/26/15 14:32	GENOMIC	WGS	PAIRED	IL100043735	RANDOM	Illumina HiSeq 2500	fastq	50944	1022891	40324	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia group|Stenotrophomonas maltophilia	0.95255882	0.659372679
