assembled_genome_acc	organism_name	infraspecific_name	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	ngs_read_file_source	genomic_section	num_chromosomes	num_genes	num_segments	assembly_gc_content	length	genome_coverage	n50	n75	n90	l50	l75	ref_genome_acc	query_coverage_against_reference	percent_identity_against_reference	percent_reads_unaligned	assembly_type	assembly_level	assembly_score	reference_coverage_against_query
NZ_CP083626.1	Aeromonas enteropelogenes	strain=FDAARGOS_1509	GCA_020097315.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	29489	ARGOS_000038	v1.0	NCBI	10971311	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/315/GCA_020097315.1_ASM2009731v1_genomic.gbff.gz	CP083626.1	1	-	1	59.5	4540592	-	4540592	4540592	4540592	1	-	GCF_020097315.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP083625.1	Aeromonas enteropelogenes	strain=FDAARGOS_1510	GCA_020097295.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	29489	ARGOS_000038	v1.0	NCBI	10971301	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/295/GCA_020097295.1_ASM2009729v1_genomic.gbff.gz	CP083625.1	1	-	1	60	4392400	-	4392400	4392400	4392400	1	-	GCF_020097295.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP082887.1	Aeromonas enteropelogenes	strain=FDAARGOS_1459	GCA_019930825.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	29489	ARGOS_000038	v1.0	NCBI	10877611	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/930/825/GCA_019930825.1_ASM1993082v1_genomic.gbff.gz	CP082887.1	1	-	1	60	4416959	-	4416959	4416959	4416959	1	-	GCF_019930825.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP065651.1	Aeromonas hydrophila	strain=FDAARGOS_916	GCA_016026875.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	8817411	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/026/875/GCA_016026875.1_ASM1602687v1_genomic.gbff.gz	CP065651.1	1	-	1	61.5	4733702	-	4733702	4733702	4733702	1	-	GCF_016026875.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP065745.1	Aeromonas allosaccharophila	strain=FDAARGOS_933	GCA_016026615.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	656	ARGOS_000038	v1.0	NCBI	8816961	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/026/615/GCA_016026615.1_ASM1602661v1_genomic.gbff.gz	CP065745.1	1	-	2	59	4624771	-	4624771	4624771	4624771	1	-	GCF_016026615.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP065746.1	Aeromonas allosaccharophila	strain=FDAARGOS_933	GCA_016026615.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	656	ARGOS_000038	v1.0	NCBI	8816961	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/026/615/GCA_016026615.1_ASM1602661v1_genomic.gbff.gz	unnamed	1	-	2	51.5	5636	-	5636	4624771	4624771	1	-	GCF_016026615.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP044060.1	Aeromonas veronii	strain=FDAARGOS_632	GCA_008693705.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	654	ARGOS_000038	v1.0	NCBI	4720771	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/705/GCA_008693705.1_ASM869370v1_genomic.gbff.gz	CP044060.1	1	-	2	59	4559061	-	4559061	4559061	4559061	1	-	GCF_008693705.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP044061.1	Aeromonas veronii	strain=FDAARGOS_632	GCA_008693705.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	654	ARGOS_000038	v1.0	NCBI	4720771	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/705/GCA_008693705.1_ASM869370v1_genomic.gbff.gz	unnamed1	1	-	2	58	2809	-	2809	4559061	4559061	1	-	GCF_008693705.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP026055.1	Aeromonas caviae	strain=FDAARGOS_72	GCA_000783775.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1545611	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/775/GCA_000783775.2_ASM78377v2_genomic.gbff.gz	CP026055.1	1	-	1	61.5	4518310	-	4518310	4518310	4518310	1	-	GCF_000783775.2	-	-	-	haploid	Complete Genome	-	-
NZ_JTBD02000001.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000014_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBD02000002.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000015_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBD02000003.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000016_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBD02000004.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000017_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBD02000005.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000018_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBD02000006.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000019_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBD02000007.1	Aeromonas hydrophila	strain=FDAARGOS_78	GCA_000783635.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	644	ARGOS_000038	v1.0	NCBI	1530511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/635/GCA_000783635.2_ASM78363v2_genomic.gbff.gz	scf7180000000020_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_000783635.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000002.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	deg7180000000016_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000001.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000020_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000010.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000021_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000009.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000022_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000008.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000023_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000007.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000024_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000006.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000025_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000005.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000026_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000004.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000027_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBG02000003.1	Aeromonas caviae	strain=FDAARGOS_76	GCA_000783695.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1530501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/695/GCA_000783695.2_ASM78369v2_genomic.gbff.gz	scf7180000000028_quiver_pilon	0	-	10	-	-	-	-	-	-	-	-	GCF_000783695.1	-	-	-	haploid	Contig	-	-
NZ_JTBH02000001.1	Aeromonas caviae	strain=FDAARGOS_75	GCA_000783715.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	648	ARGOS_000038	v1.0	NCBI	1529871	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/715/GCA_000783715.2_ASM78371v2_genomic.gbff.gz	scf7180000000002_quiver_pilon	0	-	1	-	-	-	-	-	-	-	-	GCF_000783715.2	-	-	-	haploid	Contig	-	-
NZ_CP077401.1	Aeromonas sp. FDAARGOS 1410	strain=FDAARGOS 1410	GCA_019048745.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778059	ARGOS_000038	v1.0	NCBI	10392191	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/745/GCA_019048745.1_ASM1904874v1_genomic.gbff.gz	CP077401.1	1	-	2	59	4495463	-	4495463	4495463	4495463	1	-	GCF_019048745.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077402.1	Aeromonas sp. FDAARGOS 1410	strain=FDAARGOS 1410	GCA_019048745.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778059	ARGOS_000038	v1.0	NCBI	10392191	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/745/GCA_019048745.1_ASM1904874v1_genomic.gbff.gz	unnamed	1	-	2	55	14831	-	14831	4495463	4495463	1	-	GCF_019048745.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077399.1	Aeromonas sp. FDAARGOS 1407	strain=FDAARGOS 1407	GCA_019048725.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778056	ARGOS_000038	v1.0	NCBI	10392181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/725/GCA_019048725.1_ASM1904872v1_genomic.gbff.gz	CP077399.1	1	-	2	59.5	4694595	-	4694595	4694595	4694595	1	-	GCF_019048725.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077400.1	Aeromonas sp. FDAARGOS 1407	strain=FDAARGOS 1407	GCA_019048725.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778056	ARGOS_000038	v1.0	NCBI	10392181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/725/GCA_019048725.1_ASM1904872v1_genomic.gbff.gz	unnamed	1	-	2	60.5	6925	-	6925	4694595	4694595	1	-	GCF_019048725.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077395.1	Aeromonas sp. FDAARGOS 1409	strain=FDAARGOS 1409	GCA_019048705.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778058	ARGOS_000038	v1.0	NCBI	10392171	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/705/GCA_019048705.1_ASM1904870v1_genomic.gbff.gz	CP077395.1	1	-	1	63	4377952	-	4377952	4377952	4377952	1	-	GCF_019048705.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077394.1	Aeromonas sp. FDAARGOS 1408	strain=FDAARGOS 1408	GCA_019048665.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778057	ARGOS_000038	v1.0	NCBI	10392151	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/665/GCA_019048665.1_ASM1904866v1_genomic.gbff.gz	CP077394.1	1	-	1	61.5	4844434	-	4844434	4844434	4844434	1	-	GCF_019048665.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077387.1	Aeromonas sp. FDAARGOS 1418	strain=FDAARGOS 1418	GCA_019048585.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778067	ARGOS_000038	v1.0	NCBI	10392111	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/585/GCA_019048585.1_ASM1904858v1_genomic.gbff.gz	CP077387.1	1	-	1	61.5	4454045	-	4454045	4454045	4454045	1	-	GCF_019048585.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077378.1	Aeromonas sp. FDAARGOS 1406	strain=FDAARGOS 1406	GCA_019048565.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778055	ARGOS_000038	v1.0	NCBI	10392101	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/565/GCA_019048565.1_ASM1904856v1_genomic.gbff.gz	CP077378.1	1	-	1	61	4645825	-	4645825	4645825	4645825	1	-	GCF_019048565.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077363.1	Aeromonas sp. FDAARGOS 1415	strain=FDAARGOS 1415	GCA_019048365.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778064	ARGOS_000038	v1.0	NCBI	10392001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/365/GCA_019048365.1_ASM1904836v1_genomic.gbff.gz	CP077363.1	1	-	2	62.5	4342599	-	4342599	4342599	4342599	1	-	GCF_019048365.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077364.1	Aeromonas sp. FDAARGOS 1415	strain=FDAARGOS 1415	GCA_019048365.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778064	ARGOS_000038	v1.0	NCBI	10392001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/365/GCA_019048365.1_ASM1904836v1_genomic.gbff.gz	unnamed	1	-	2	55.5	3830	-	3830	4342599	4342599	1	-	GCF_019048365.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077311.1	Aeromonas sp. FDAARGOS 1405	strain=FDAARGOS 1405	GCA_019048265.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778054	ARGOS_000038	v1.0	NCBI	10391951	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/265/GCA_019048265.1_ASM1904826v1_genomic.gbff.gz	CP077311.1	1	-	3	58.5	4520881	-	4520881	4520881	4520881	1	-	GCF_019048265.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077312.1	Aeromonas sp. FDAARGOS 1405	strain=FDAARGOS 1405	GCA_019048265.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778054	ARGOS_000038	v1.0	NCBI	10391951	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/265/GCA_019048265.1_ASM1904826v1_genomic.gbff.gz	unnamed1	1	-	3	51.5	69475	-	69475	4520881	4520881	1	-	GCF_019048265.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077313.1	Aeromonas sp. FDAARGOS 1405	strain=FDAARGOS 1405	GCA_019048265.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778054	ARGOS_000038	v1.0	NCBI	10391951	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/265/GCA_019048265.1_ASM1904826v1_genomic.gbff.gz	unnamed2	1	-	3	48.5	23837	-	23837	4520881	4520881	1	-	GCF_019048265.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077301.1	Aeromonas sp. FDAARGOS 1416	strain=FDAARGOS 1416	GCA_019048085.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778065	ARGOS_000038	v1.0	NCBI	10391871	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/085/GCA_019048085.1_ASM1904808v1_genomic.gbff.gz	CP077301.1	1	-	1	59	4518831	-	4518831	4518831	4518831	1	-	GCF_019048085.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077249.1	Aeromonas sp. FDAARGOS 1403	strain=FDAARGOS 1403	GCA_019047325.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778052	ARGOS_000038	v1.0	NCBI	10391581	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/325/GCA_019047325.1_ASM1904732v1_genomic.gbff.gz	CP077249.1	1	-	1	62	4819779	-	4819779	4819779	4819779	1	-	GCF_019047325.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077214.1	Aeromonas sp. FDAARGOS 1411	strain=FDAARGOS 1411	GCA_019047125.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778060	ARGOS_000038	v1.0	NCBI	10391531	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/125/GCA_019047125.1_ASM1904712v1_genomic.gbff.gz	CP077214.1	1	-	1	59	4539453	-	4539453	4539453	4539453	1	-	GCF_019047125.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077237.1	Aeromonas sp. FDAARGOS 1404	strain=FDAARGOS 1404	GCA_019047085.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778053	ARGOS_000038	v1.0	NCBI	10391511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/085/GCA_019047085.1_ASM1904708v1_genomic.gbff.gz	CP077237.1	1	-	1	58.5	4738672	-	4738672	4738672	4738672	1	-	GCF_019047085.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077210.1	Aeromonas sp. FDAARGOS 1414	strain=FDAARGOS 1414	GCA_019047065.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778063	ARGOS_000038	v1.0	NCBI	10391501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/065/GCA_019047065.1_ASM1904706v1_genomic.gbff.gz	CP077210.1	1	-	1	58.5	4493834	-	4493834	4493834	4493834	1	-	GCF_019047065.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077209.1	Aeromonas sp. FDAARGOS 1419	strain=FDAARGOS 1419	GCA_019047045.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778068	ARGOS_000038	v1.0	NCBI	10391491	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/045/GCA_019047045.1_ASM1904704v1_genomic.gbff.gz	CP077209.1	1	-	1	59	4588770	-	4588770	4588770	4588770	1	-	GCF_019047045.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077221.1	Aeromonas sp. FDAARGOS 1417	strain=FDAARGOS 1417	GCA_019046985.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778066	ARGOS_000038	v1.0	NCBI	10391461	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/046/985/GCA_019046985.1_ASM1904698v1_genomic.gbff.gz	CP077221.1	1	-	2	58.5	4679959	-	4679959	4679959	4679959	1	-	GCF_019046985.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077222.1	Aeromonas sp. FDAARGOS 1417	strain=FDAARGOS 1417	GCA_019046985.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778066	ARGOS_000038	v1.0	NCBI	10391461	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/046/985/GCA_019046985.1_ASM1904698v1_genomic.gbff.gz	unnamed	1	-	2	55.5	113265	-	113265	4679959	4679959	1	-	GCF_019046985.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077201.1	Aeromonas sp. FDAARGOS 1402	strain=FDAARGOS 1402	GCA_019046925.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778051	ARGOS_000038	v1.0	NCBI	10391431	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/046/925/GCA_019046925.1_ASM1904692v1_genomic.gbff.gz	CP077201.1	1	-	4	61.5	4594505	-	4594505	4594505	4594505	1	-	GCF_019046925.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP077202.1	Aeromonas sp. FDAARGOS 1402	strain=FDAARGOS 1402	GCA_019046925.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	2778051	ARGOS_000038	v1.0	NCBI	10391431	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/046/925/GCA_019046925.1_ASM1904692v1_genomic.gbff.gz	unnamed1	1	-	4	52.5	161384	-	161384	4594505	4594505	1	-	GCF_019046925.1	-	-	-	haploid	Complete Genome	-	-
