property	data_object	requirement	id	title	data_type	constraint	default	examples	pattern
host	biosampleMeta_NCBI.tsv	optional	#root/host	host	string	N/A	-	9606	^.*$
host_age	biosampleMeta_NCBI.tsv	optional	#root/host_age	host_age	int	0-200	-	16M	^.*$
host_description	biosampleMeta_NCBI.tsv	optional	#root/host_description	host_description	string	N/A	-	NA	^.*$
host_disease	biosampleMeta_NCBI.tsv	optional	#root/host_disease	host_disease	string	N/A	-	Monkeypox Virus Disease	^.*$
host_disease_outcome	biosampleMeta_NCBI.tsv	optional	#root/host_disease_outcome	host_disease_outcome	string	N/A	-	NA	^.*$
host_disease_stage	biosampleMeta_NCBI.tsv	optional	#root/host_disease_stage	host_disease_stage	string	N/A	-	NA	^.*$
host_health_state	biosampleMeta_NCBI.tsv	optional	#root/host_health_state	host_health_state	string	N/A	-	NA	^.*$
host_sex	biosampleMeta_NCBI.tsv	optional	#root/host_sex	host_sex	string	N/A	-	Male | Female 	^.*$
id_method	biosampleMeta_NCBI.tsv	optional	#root/identification_method	identification_method	string	N/A	-	RT-PCR and Amplicon Sequencing|Phenotypic and Molecular Methods	^.*$
biosample_score	biosampleMeta_NCBI.tsv	optional	#root/biosample_score	biosample_score	int	1-200	-	33	^.*$
organism_name	ngsQC_NCBI.tsv	required	#root/organism_name	organism_name	string	N/A	-	Severe acute respiratory syndrome coronavirus 2	^([A-Za-z0-9]+( [A-Za-z0-9]+)+)$
infraspecific_name	ngsQC_NCBI.tsv	optional	#root/infraspecific_name	infraspecific_name	string	N/A	-	isolate Wuhan-Hu-1	^([A-Za-z0-9]+( [A-Za-z0-9]+)+)$
lineage	ngsQC_NCBI.tsv	optional	#root/lineage	lineage	string	N/A	-	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus|Severe acute respiratory syndrome-related coronavirus	^.*$
genome_assembly_id	ngsQC_NCBI.tsv	optional	#root/genome_assembly_id	genome_assembly_id	string	N/A	-	GCA_009858895.3	^.*$
taxonomy_id	ngsQC_NCBI.tsv	required	#root/taxonomy_id	taxonomy_id	int	N/A	-	2697049	^[0-9]+$
bco_id	ngsQC_NCBI.tsv	required	#root/bco_id	bco_id	string	N/A	-	ARGOS_000019	^.*$
schema_version	ngsQC_NCBI.tsv	required	#root/schema_version	schema_version	string	N/A	-	v0.9	^.*$
analysis_platform	ngsQC_NCBI.tsv	required	#root/analysis_platform	analysis_platform	string	N/A	-	HIVE 1 | HIVE 2 | HIVE AWS | Galaxy	^.*$
analysis_platform_object_id	ngsQC_NCBI.tsv	optional	#root/analysis_platform_object_id	analysis_platform_object_id	string	43172-43172	-	39658	^[0-9]+$
bioproject	ngsQC_NCBI.tsv	required	#root/bioproject	bioproject	string	N/A	-	PRJNA603194	^[A-Za-z0-9]+$
biosample	ngsQC_NCBI.tsv	required	#root/biosample	biosample	string	N/A	-	SAMN13922059	^[A-Za-z0-9]+$
strain	ngsQC_NCBI.tsv	optional	#root/strain	strain	string	N/A	-	FDAARGOS_94	^.*$
sra_run_id	ngsQC_NCBI.tsv	required	#root/sra_run_id	sra_run_id	string	N/A	-	SRR10971381	^[A-Za-z0-9]+$
ngs_read_file_name	ngsQC_NCBI.tsv	required	#root/ngs_read_file_name	ngs_read_file_name	string	N/A	-	SRR10971381_1.fastq	^.*$
ngs_read_file_source	ngsQC_NCBI.tsv	required	#root/ngs_read_file_source	ngs_read_file_source	string	N/A	-	SRA	^[A-Za-z]+$
ngs_gc_content	ngsQC_NCBI.tsv	required	#root/ngs_gc_content	gc_content	float	0.0-1.0	-	51.4	^[0-9]*\.[0-9]+$
avg_phred_score	ngsQC_NCBI.tsv	required	#root/avg_phred_score	avg_phred_score	float	0.0-1000.0	-	33.5807	^[0-9]*\.[0-9]+$
avg_read_length	ngsQC_NCBI.tsv	required	#root/avg_read_length	avg_read_length	float	0.0-10000.0	-	138.6775	^[0-9]*\.[0-9]+$
max_read_length	ngsQC_NCBI.tsv	required	#root/max_read_length	max_read_length	int	0-100000	-	151	^[0-9]+$
min_read_length	ngsQC_NCBI.tsv	required	#root/min_read_length	min_read_length	int	0-10000	-	1	^[0-9]+$
num_reads_unique	ngsQC_NCBI.tsv	optional	#root/num_reads_unique	num_reads_unique	int	0-100000000	-	NA	^[0-9]+$
pos_outlier_count	ngsQC_NCBI.tsv	optional	#root/pos_outlier_count	pos_outlier_count	int	0-100000	-	0	^[0-9]+$
codon_table	ngsQC_NCBI.tsv	optional	#root/codon_table	codon_table	string	N/A	-	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	^.*$
percent_coding	ngsQC_NCBI.tsv	optional	#root/percent_coding	percent_coding	string	N/A	-	0.84|0.71|0.93|0.93|0.93|1.0|0.93|0.93|0.84|0.84|0.93|1.0|0.91|0.93|0.28|0.84|0.93|0.93|0.84	^([0-9]*\.[0-9]+(\|[0-9]*\.[0-9]+)+)$
percent_not_coding	ngsQC_NCBI.tsv	optional	#root/percent_not_coding	percent_not_coding	string	N/A	-	0.16|0.29|0.07|0.07|0.07|0.0|0.07|0.07|0.16|0.16|0.07|0.0|0.09|0.07|0.72|0.16|0.07|0.07|0.16	^([0-9]*\.[0-9]+(\|[0-9]*\.[0-9]+)+)$
density_n_per_read	ngsQC_NCBI.tsv	optional	#root/density_n_per_read	density_n_per_read	string	N/A	-	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|33|100	^([0-9]+(\|[0-9]+)+)$
complexity_percent	ngsQC_NCBI.tsv	optional	#root/complexity_percent	complexity_percent	float	0.0-100.0	-	94	^[0-9]+$
non_complex_percent	ngsQC_NCBI.tsv	optional	#root/non_complex_percent	non_complex_percent	float	0.0-100.0	-	6	^[0-9]+$
avg_quality_a	ngsQC_NCBI.tsv	optional	#root/avg_quality_a	avg_quality_a	float	0.0-1000.0	-	32.095	^[0-9]*\.[0-9]+$
avg_quality_t	ngsQC_NCBI.tsv	optional	#root/avg_quality_t	avg_quality_t	float	0.0-1000.0	-	33.988	^[0-9]*\.[0-9]+$
avg_quality_g	ngsQC_NCBI.tsv	optional	#root/avg_quality_g	avg_quality_g	float	0.0-1000.0	-	33.911	^[0-9]*\.[0-9]+$
avg_quality_c	ngsQC_NCBI.tsv	optional	#root/avg_quality_c	avg_quality_c	float	0.0-1000.0	-	34.093	^[0-9]*\.[0-9]+$
count_a	ngsQC_NCBI.tsv	optional	#root/count_a	count_a	int	0-1000000000	-	442689195	^[0-9]+$
count_t	ngsQC_NCBI.tsv	optional	#root/count_t	count_t	int	0-1000000000	-	524276679	^[0-9]+$
count_g	ngsQC_NCBI.tsv	optional	#root/count_g	count_g	int	0-1000000000	-	437991224	^[0-9]+$
count_c	ngsQC_NCBI.tsv	optional	#root/count_c	count_c	int	0-1000000000	-	584757437	^[0-9]+$
instrument	ngsQC_NCBI.tsv	required	#root/instrument	instrument	string	N/A	-	Illumina MiniSeq	^.*$
id_method	ngsQC_NCBI.tsv	optional	#root/id_method	id_method	string	N/A	-	Viral RNA | Culture | Phenotypic Identification	^.*$
wgs_accession	ngsQC_NCBI.tsv	optional	#root/wgs_accession	wgs_accession	string	N/A	-	NJFG00000000	^.*$
strategy	ngsQC_NCBI.tsv	optional	#root/strategy	strategy	string	N/A	-	RNA-Seq	^.*$
ngs_score	ngsQC_NCBI.tsv	optional	#root/ngs_score	ngs_score	int	1-200	-	20	^[0-9]+$
organism_name	ngs_id_list.tsv	required	#root/note	organism_name	string	N/A	-	Severe acute respiratory syndrome coronavirus 2	^([A-Za-z0-9]+( [A-Za-z0-9]+)+)$
infraspecific_name	ngs_id_list.tsv	optional 	#root/infraspecific_name	infraspecific_name	string	N/A	-	isolate Wuhan-Hu-1	^([A-Za-z0-9]+( [A-Za-z0-9]+)+)$
lineage	ngs_id_list.tsv	required	#root/lineage	lineage	string	N/A	-	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus|Severe acute respiratory syndrome-related coronavirus	^.*$
genome_assembly_id	ngs_id_list.tsv	required	#root/genome_assembly_id	genome_assembly_id	string	N/A	-	GCA_009858895.3	^.*$
taxonomy_id	ngs_id_list.tsv	required	#root/taxonomy_id	taxonomy_id	int	N/A	-	2697049	^[0-9]+$
bioproject	ngs_id_list.tsv	optional	#root/bioproject	bioproject	string	N/A	-	PRJNA603194	^[A-Za-z0-9]+$
biosample	ngs_id_list.tsv	required	#root/biosample	biosample	string	N/A	-	SAMN13922059	^[A-Za-z0-9]+$
sra_run_id	ngs_id_list.tsv	required	#root/sra_run_id	sra_run_id	string	N/A	-	SRR10971381	^[A-Za-z0-9]+$
ngs_read_file_source	ngs_id_list.tsv	required	#root/ngs_read_file_source	ngs_read_file_source	string	N/A	-	SRA	^[A-Za-z]+$
ref_org	ngs_id_list.tsv	optional	#root/ref_org	ref_org	string	N/A	-	Yes/No	^.*$
isolate_identifiers	ngs_id_list.tsv	optional	#root/isolate_identifiers	isolate_identifiers	string	N/A	-	PDT000289948.1	^.*$
selection_notes	ngs_id_list.tsv	required	#root/note	Selection Notes	string	N/A	-	Text	^.*$
lab_name	ngs_id_list.tsv	required	#root/note	Lab Name	string	N/A	-	Mazumder Lab	^.*$
files_processed	ngs_id_list.tsv	required	#root/processed	processed	string	N/A	-	ngsQC_HIVE.tsv	^.*$
