property	data_object	requirement	id	title	data_type	constraint	default	examples	pattern
ngs_read_file_name	ngsQC_NCBI.tsv	required	#root/ngs_read_file_name	ngs_read_file_name	string	N/A	-	SRR10971381_1.fastq	^.*$
ngs_read_file_source	ngsQC_NCBI.tsv	required	#root/ngs_read_file_source	ngs_read_file_source	string	N/A	-	SRA	^[A-Za-z]+$
ngs_gc_content	ngsQC_NCBI.tsv	required	#root/ngs_gc_content	gc_content	float	0.0-1.0	-	51.4	^[0-9]*\.[0-9]+$
avg_phred_score	ngsQC_NCBI.tsv	required	#root/avg_phred_score	avg_phred_score	float	0.0-1000.0	-	33.5807	^[0-9]*\.[0-9]+$
avg_read_length	ngsQC_NCBI.tsv	required	#root/avg_read_length	avg_read_length	float	0.0-10000.0	-	138.6775	^[0-9]*\.[0-9]+$
max_read_length	ngsQC_NCBI.tsv	required	#root/max_read_length	max_read_length	int	0-100000	-	151	^[0-9]+$
min_read_length	ngsQC_NCBI.tsv	required	#root/min_read_length	min_read_length	int	0-10000	-	1	^[0-9]+$
num_reads_unique	ngsQC_NCBI.tsv	optional	#root/num_reads_unique	num_reads_unique	int	0-100000000	-	NA	^[0-9]+$
pos_outlier_count	ngsQC_NCBI.tsv	optional	#root/pos_outlier_count	pos_outlier_count	int	0-100000	-	0	^[0-9]+$
codon_table	ngsQC_NCBI.tsv	optional	#root/codon_table	codon_table	string	N/A	-	"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear"	^.*$
percent_coding	ngsQC_NCBI.tsv	optional	#root/percent_coding	percent_coding	string	N/A	-	0.84|0.71|0.93|0.93|0.93|1.0|0.93|0.93|0.84|0.84|0.93|1.0|0.91|0.93|0.28|0.84|0.93|0.93|0.84	^([0-9]*\.[0-9]+(\|[0-9]*\.[0-9]+)+)$
percent_not_coding	ngsQC_NCBI.tsv	optional	#root/percent_not_coding	percent_not_coding	string	N/A	-	0.16|0.29|0.07|0.07|0.07|0.0|0.07|0.07|0.16|0.16|0.07|0.0|0.09|0.07|0.72|0.16|0.07|0.07|0.16	^([0-9]*\.[0-9]+(\|[0-9]*\.[0-9]+)+)$
complexity_percent	ngsQC_NCBI.tsv	optional	#root/complexity_percent	complexity_percent	float	0.0-100.0	-	94	^[0-9]+$
non_complex_percent	ngsQC_NCBI.tsv	optional	#root/non_complex_percent	non_complex_percent	float	0.0-100.0	-	6	^[0-9]+$
avg_quality_a	ngsQC_NCBI.tsv	optional	#root/avg_quality_a	avg_quality_a	float	0.0-1000.0	-	32.095	^[0-9]*\.[0-9]+$
avg_quality_t	ngsQC_NCBI.tsv	optional	#root/avg_quality_t	avg_quality_t	float	0.0-1000.0	-	33.988	^[0-9]*\.[0-9]+$
avg_quality_g	ngsQC_NCBI.tsv	optional	#root/avg_quality_g	avg_quality_g	float	0.0-1000.0	-	33.911	^[0-9]*\.[0-9]+$
avg_quality_c	ngsQC_NCBI.tsv	optional	#root/avg_quality_c	avg_quality_c	float	0.0-1000.0	-	34.093	^[0-9]*\.[0-9]+$
count_a	ngsQC_NCBI.tsv	optional	#root/count_a	count_a	int	0-1000000000	-	442689195	^[0-9]+$
count_t	ngsQC_NCBI.tsv	optional	#root/count_t	count_t	int	0-1000000000	-	524276679	^[0-9]+$
count_g	ngsQC_NCBI.tsv	optional	#root/count_g	count_g	int	0-1000000000	-	437991224	^[0-9]+$
count_c	ngsQC_NCBI.tsv	optional	#root/count_c	count_c	int	0-1000000000	-	584757437	^[0-9]+$
instrument	ngsQC_NCBI.tsv	required	#root/instrument	instrument	string	N/A	-	Illumina MiniSeq	^.*$
id_method	ngsQC_NCBI.tsv	optional	#root/id_method	id_method	string	N/A	-	Viral RNA | Culture | Phenotypic Identification	^.*$
strategy	ngsQC_NCBI.tsv	optional	#root/strategy	strategy	string	N/A	-	RNA-Seq	^.*$
organism_name	ngs_id_list.tsv	required	#root/organism_name	organism_name	string	N/A	-	Severe acute respiratory syndrome coronavirus 2	^([A-Za-z0-9]+( [A-Za-z0-9]+)+)$
infraspecific_name	ngs_id_list.tsv	optional 	#root/infraspecific_name	infraspecific_name	string	N/A	-	isolate Wuhan-Hu-1	^([A-Za-z0-9]+( [A-Za-z0-9]+)+)$
lineage	ngs_id_list.tsv	required	#root/lineage	lineage	string	N/A	-	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus|Severe acute respiratory syndrome-related coronavirus	^.*$
genome_assembly_id	ngs_id_list.tsv	required	#root/genome_assembly_id	genome_assembly_id	string	N/A	-	GCA_009858895.3	^.*$
taxonomy_id	ngs_id_list.tsv	required	#root/taxonomy_id	taxonomy_id	int	N/A	-	2697049	^[0-9]+$
bioproject	ngs_id_list.tsv	optional	#root/bioproject	bioproject	string	N/A	-	PRJNA603194	^[A-Za-z0-9]+$
biosample	ngs_id_list.tsv	required	#root/biosample	biosample	string	N/A	-	SAMN13922059	^[A-Za-z0-9]+$
sra_run_id	ngs_id_list.tsv	required	#root/sra_run_id	sra_run_id	string	N/A	-	SRR10971381	^[A-Za-z0-9]+$
ngs_read_file_source	ngs_id_list.tsv	required	#root/ngs_read_file_source	ngs_read_file_source	string	N/A	-	SRA	^[A-Za-z]+$
ref_org	ngs_id_list.tsv	optional	#root/ref_org	ref_org	string	N/A	-	Yes/No	^.*$
isolate_identifiers	ngs_id_list.tsv	optional	#root/isolate_identifiers	isolate_identifiers	string	N/A	-	PDT000289948.1	^.*$
selection_notes	ngs_id_list.tsv	required	#root/selection_notes	selection_notes	string	N/A	-	Text	^.*$
lab_name	ngs_id_list.tsv	required	#root/lab_name	lab_name	string	N/A	-	Mazumder Lab	^.*$
files_processed	ngs_id_list.tsv	required	#root/files_processed	files_processed	string	N/A	-	ngsQC_HIVE.tsv	^.*$
representative_genome_org	ngsQC_HIVE.tsv 	required	#root/representative_genome_org	representative_genome_org	string	N/A	-	Candida albicans	^.*$
representative_genome_acc	ngsQC_HIVE.tsv 	required	#root/representative_genome_org	representative_genome_acc	string	N/A	-	GCF_000182965.3	^.*$
representative_genome_uniprot_acc	ngsQC_HIVE.tsv 	required	#root/representative_genome_uniprot_acc	representative_genome_uniprot_acc	string	N/A	-	UP000000559	^.*$
overhang_momentum	assemblyQC_HIVE.tsv	required	#root/overhang_momentum	overhang_momentum	float	N/A	-	0.00146752	^[0-9]*\.[0-9]+$
count_all_wn	ngsQC_HIVE.tsv 	required	#root/count_all_wn	count_all_wn	int	N/A	-	562360021	^[0-9]+$
representative_genome	assemblyQC_HIVE.tsv	required	#root/representative_genome	representative_genome	string	N/A	-	Candida auris	^.*$
size_gaps	assemblyQC.tsv	required	#root/size_gaps	size_gaps	int	N/A	-	13367	^[0-9]+$
size_contigs	assemblyQC.tsv	required	#root/size_contigs	size_contigs	int	N/A	-	31456135	^[0-9]+$
coverage_contigs	assemblyQC.tsv	required	#root/coverage_contigs	coverage_contigs	int	N/A	-	33	^[0-9]+$
coverage_gaps	assemblyQC.tsv	required	#root/coverage_gaps	coverage_gaps	int	N/A	-	0	^[0-9]+$
cnt_contigs	assemblyQC.tsv	required	#root/cnt_contigs	cnt_contigs	int	N/A	-	130	^[0-9]+$
cnt_gaps	assemblyQC.tsv	required	#root/cnt_gaps	cnt_gaps	int	N/A	-	58	^[0-9]+$
contig_percentile	assemblyQC.tsv	required	#root/contig_percentile	contig_percentile	string	N/A	-	98.56%	^.*$
gap_percentile	assemblyQC.tsv	required	#root/gap_percentile	gap_percentile	string	N/A	-	5.14%	^.*$
contig_momentum	assemblyQC.tsv	required	#root/contig_momentum	contig_momentum	float	N/A	-	33.8745687	^[0-9]*\.[0-9]+$
l90	assemblyQC.tsv	required	#root/l90	l90	int	N/A	-	52	^[0-9]+$
n95	assemblyQC.tsv	required	#root/n95	n95	int	N/A	-	2998077	^[0-9]+$
l95	assemblyQC.tsv	required	#root/l95	l95	int	N/A	-	59	^[0-9]+$
phred_average	assemblyQC.tsv	required	#root/phred_average	phred_average	float	N/A	-	36.8567	^[0-9]*\.[0-9]+$
mutation_momentum	assemblyQC.tsv	required	#root/mutation_momentum	mutation_momentum	float	N/A	-	0.00786	^[0-9]*\.[0-9]+$
indels_momentum	assemblyQC.tsv	required	#root/indels_momentum	indels_momentum	float	N/A	-	0.0002	^[0-9]*\.[0-9]+$
major_mutation_momentum	assemblyQC.tsv	required	#root/major_mutation_momentum	major_mutation_momentum	float	N/A	-	0.97987	^[0-9]*\.[0-9]+$
major_indels_momentum	assemblyQC.tsv	required	#root/major_indels_momentum	major_indels_momentum	float	N/A	-	0.303747	^[0-9]*\.[0-9]+$
alignment_anisotropy	assemblyQC.tsv	required	#root/alignment_anisotropy	alignment_anisotropy	float	N/A	-	36.342564	^[0-9]*\.[0-9]+$
aligned_momentum	assemblyQC.tsv	required	#root/aligned_momentum	aligned_momentum	float	N/A	-	0.969783	^[0-9]*\.[0-9]+$
entropic_momentum	assemblyQC.tsv	required	#root/entropic_momentum	entropic_momentum	float	N/A	-	0.761897	^[0-9]*\.[0-9]+$
rpkm	assemblyQC.tsv	required	#root/rpkm	rpkm	float	N/A	-	89.072056	^[0-9]*\.[0-9]+$
reads_unaligned	assemblyQC.tsv	required	#root/reads_unaligned	reads_unaligned	int	N/A	-	291881	^[0-9]+$
reads_aligned	assemblyQC.tsv	required	#root/reads_aligned	reads_aligned	int	N/A	-	446570	^[0-9]+$
max_duplicate_read	ngsQC.tsv	required	#root/max_duplicate_read	max_duplicate_read	int	N/A	-	9	^[0-9]+$
stdev_quality	ngsQC.tsv	required	#root/stdev_quality	stdev_quality	float	N/A	-	5.468866	^[0-9]*\.[0-9]+$
num_reads	ngsQC.tsv	required	#root/num_reads	num_reads	int	N/A	-	942546	^[0-9]+$
count_n	ngsQC.tsv	optional	#root/count_n	count_n	int	N/A	-	24356288	^[0-9]+$
percent_a	ngsQC.tsv	required	#root/percent_a	percent_a	float	N/A	-	27.566466	^[0-9]*\.[0-9]+$
percent_c	ngsQC.tsv	required	#root/percent_c	percent_c	float	N/A	-	22.409867	^[0-9]*\.[0-9]+$
percent_g	ngsQC.tsv	required	#root/percent_g	percent_g	float	N/A	-	23.487356	^[0-9]*\.[0-9]+$
percent_t	ngsQC.tsv	required	#root/percent_t	percent_t	float	N/A	-	32.464539	^[0-9]*\.[0-9]+$
count_all 	ngsQC.tsv	required	#root/count_all	count_all 	int	N/A	-	236597871	^[0-9]+$
